chromosome_name	start_position	end_position	strand	ensembl_gene_id	hgnc_symbol	entrezgene_id	gene_biotype
2	95566735	95567347	1	ENSG00000232128			pseudogene
HSCHR6_MHC_APD	29274489	29275605	1	ENSG00000236927	OR14J1	442191	protein_coding
6	9596343	10211841	-1	ENSG00000181355	OFCC1	266553	protein_coding
19	29360703	29370077	1	ENSG00000267617			lincRNA
11	59131885	59132921	1	ENSG00000176495	OR5AN1	390195	protein_coding
19	29374337	29444152	1	ENSG00000267528			lincRNA
5	101836245	101841374	1	ENSG00000249017			antisense
5	82360023	82360156	-1	ENSG00000238835	SCARNA18	677765	snoRNA
15	65903704	65953333	1	ENSG00000074621	SLC24A1	9187	protein_coding
19	29383838	29386856	1	ENSG00000267683			lincRNA
5	82497048	82497960	1	ENSG00000243385			pseudogene
X	14861529	14891191	-1	ENSG00000181544	FANCB	2187	protein_coding
X	49306370	49313697	1	ENSG00000227488	GAGE12D	100132399	protein_coding
X	49306370	49313697	1	ENSG00000227488	GAGE12D	729428	protein_coding
X	49306370	49313697	1	ENSG00000227488	GAGE12D	729431	protein_coding
X	49306370	49313697	1	ENSG00000227488	GAGE12D	729422	protein_coding
11	59189416	59190449	-1	ENSG00000172324	OR5A2	219981	protein_coding
19	29421910	29422012	1	ENSG00000238514			snoRNA
2	95578177	95578576	1	ENSG00000233158	RPS24P6		pseudogene
5	82575740	82576463	-1	ENSG00000251552	COQ10BP2		pseudogene
15	56922379	57210769	-1	ENSG00000137871	ZNF280D	145783	protein_coding
15	56922379	57210769	-1	ENSG00000137871	ZNF280D	54816	protein_coding
19	29440344	29441107	-1	ENSG00000267027			lincRNA
2	84542232	84577898	1	ENSG00000228272			lincRNA
HSCHR6_MHC_APD	29393366	29424928	-1	ENSG00000232289	OR11A1	26531	protein_coding
5	101917072	101953293	1	ENSG00000250958	LINC00492	100861468	lincRNA
11	59210617	59211667	1	ENSG00000172320	OR5A1	219982	protein_coding
5	82722495	82722849	1	ENSG00000251395	FTH1P9		pseudogene
5	180708376	180710653	1	ENSG00000248103			lincRNA
5	35904397	35938881	-1	ENSG00000152611	CAPSL	133690	protein_coding
2	95618906	95619338	-1	ENSG00000231331			pseudogene
5	180728968	180729071	1	ENSG00000222533	RNU6-705P		snRNA
X	49315936	49323252	1	ENSG00000216649	GAGE12E	100132399	protein_coding
X	49315936	49323252	1	ENSG00000216649	GAGE12E	729428	protein_coding
X	49315936	49323252	1	ENSG00000216649	GAGE12E	729431	protein_coding
X	49315936	49323252	1	ENSG00000216649	GAGE12E	729422	protein_coding
16	34874400	34874953	1	ENSG00000259791			lincRNA
2	84554386	84554691	1	ENSG00000233373			pseudogene
5	82827171	82877139	-1	ENSG00000249835	VCAN-AS1		antisense
11	59224411	59225464	1	ENSG00000166884	OR4D6	219983	protein_coding
5	180733503	180755068	1	ENSG00000238035		101930209	lincRNA
5	180733503	180755068	1	ENSG00000238035		101929850	lincRNA
5	180733503	180755068	1	ENSG00000238035		101929823	lincRNA
5	180733503	180755068	1	ENSG00000238035		101929822	lincRNA
5	180733503	180755068	1	ENSG00000238035		101928706	lincRNA
16	34956639	34956900	-1	ENSG00000260522			pseudogene
5	101941339	101941901	1	ENSG00000247402			lincRNA
17	59537585	59540745	-1	ENSG00000267137			antisense
12	60812764	60813074	1	ENSG00000257865			pseudogene
4	156207314	156208288	-1	ENSG00000249924			lincRNA
4	169013666	169108841	1	ENSG00000109511	ANXA10	11199	protein_coding
17	59667894	59668541	-1	ENSG00000196861			pseudogene
12	56390964	56400425	1	ENSG00000139531	SUOX	6821	protein_coding
2	84977893	84978355	1	ENSG00000259056	DUXAP1		pseudogene
4	156302194	156302391	-1	ENSG00000250205	YWHAEP4		pseudogene
2	239894624	239894706	-1	ENSG00000211566			miRNA
12	61624940	61626718	-1	ENSG00000257308			pseudogene
HSCHR6_MHC_APD	29407167	29408815	1	ENSG00000230505	OR10C1	442194	protein_coding
5	101944860	102007263	-1	ENSG00000250682	LINC00491	285708	lincRNA
11	59244846	59245869	1	ENSG00000254466	OR4D10	390197	protein_coding
11	64781654	64808042	1	ENSG00000273003		29907	protein_coding
17	59951445	59951543	-1	ENSG00000202361			misc_RNA
2	239928722	239931139	-1	ENSG00000260506			lincRNA
1	42642210	42801548	-1	ENSG00000198815	FOXJ3	22887	protein_coding
17	60083100	60083348	-1	ENSG00000242398	RN7SL800P		misc_RNA
16	34968764	34968875	1	ENSG00000251915	RNA5SP406		rRNA
2	85004383	85005347	-1	ENSG00000235847	LDHAP7		pseudogene
2	239990513	239990610	-1	ENSG00000266109	MIR4440	100616397	miRNA
15	30896329	30906764	1	ENSG00000261794	GOLGA8H	728498	protein_coding
17	60093218	60093298	-1	ENSG00000221302			miRNA
16	34969010	34969119	1	ENSG00000222207	RNA5SP407		rRNA
1	150293925	150325671	1	ENSG00000117360	PRPF3	9129	protein_coding
2	239990615	239990708	-1	ENSG00000265332			miRNA
17	60114194	60114306	1	ENSG00000200842			misc_RNA
16	34969743	34969842	1	ENSG00000251924	RNA5SP408		rRNA
4	156304259	156305254	-1	ENSG00000250398			pseudogene
7	66010634	66057373	-1	ENSG00000232559			pseudogene
14	97104524	97104851	-1	ENSG00000223299	RN7SKP108		misc_RNA
2	239990762	239990855	-1	ENSG00000266360			miRNA
17	60199681	60199782	1	ENSG00000207123			misc_RNA
11	59271049	59271984	1	ENSG00000176200	OR4D11	219986	protein_coding
16	34969996	34970104	1	ENSG00000252624	RNA5SP409		rRNA
12	121647660	121671909	1	ENSG00000135124	P2RX4	5025	protein_coding
14	97207528	97256950	1	ENSG00000258979			lincRNA
7	2552163	2568811	1	ENSG00000106003	LFNG	3955	protein_coding
2	239990860	239990953	-1	ENSG00000263743			miRNA
17	60214333	60218000	-1	ENSG00000266066	POLRMTP1		pseudogene
4	156306504	156306644	1	ENSG00000271606			pseudogene
2	95626792	95627248	-1	ENSG00000232594			pseudogene
2	239991056	239991149	-1	ENSG00000264103			miRNA
4	156372769	156373557	-1	ENSG00000249247			pseudogene
2	239991154	239991247	-1	ENSG00000264518			miRNA
5	180756242	180769214	1	ENSG00000250765			lincRNA
4	156373678	156374196	1	ENSG00000249770	MTND6P17		pseudogene
2	239991301	239991394	-1	ENSG00000265979			miRNA
14	19564785	19564891	1	ENSG00000212612	RNU6-1239P		snRNA
14	97397704	97409917	1	ENSG00000258825			processed_transcript
11	59282386	59283330	1	ENSG00000172742	OR4D9	390199	protein_coding
4	156374201	156375955	-1	ENSG00000248748	MTND5P9		pseudogene
17	60308831	60324514	-1	ENSG00000266365			pseudogene
2	239991448	239991541	-1	ENSG00000264730			miRNA
10	134000404	134019280	1	ENSG00000151640	DPYSL4	10570	protein_coding
8	16884747	16980153	1	ENSG00000155970	MICU3	286097	protein_coding
5	82981685	82981837	1	ENSG00000253073	RN7SKP295		misc_RNA
6	26636518	26659980	-1	ENSG00000181315	ZNF322	79692	protein_coding
14	19611768	19643377	1	ENSG00000258314			lincRNA
4	156376202	156377563	-1	ENSG00000248548	MTND4P8		pseudogene
2	95630218	95630581	-1	ENSG00000233105			pseudogene
2	240007394	240007492	-1	ENSG00000265891			miRNA
14	97409916	97411731	1	ENSG00000225163	LINC00618	145249	lincRNA
5	82999267	82999362	1	ENSG00000206744	RNU6-620P		snRNA
Y	2834885	2870667	-1	ENSG00000233070	ZFY-AS1		antisense
2	240007523	240007622	-1	ENSG00000264810	MIR4441	100616493	miRNA
5	180805696	180806039	-1	ENSG00000251035	WBP1LP4		pseudogene
7	66021203	66022052	1	ENSG00000232491			pseudogene
4	156377790	156378133	-1	ENSG00000249127	MTND3P3		pseudogene
5	83042207	83042808	-1	ENSG00000242858			pseudogene
2	240008039	240008138	-1	ENSG00000265416			miRNA
4	129786076	130014764	-1	ENSG00000151466	SCLT1	101927137	protein_coding
4	129786076	130014764	-1	ENSG00000151466	SCLT1	132320	protein_coding
5	180878878	180878968	-1	ENSG00000256301			pseudogene
2	95637699	95637912	-1	ENSG00000224585			pseudogene
19	42177235	42210895	-1	ENSG00000007306	CEACAM7	1087	protein_coding
2	240227157	240227240	1	ENSG00000265215	MIR4269	100423043	miRNA
14	19614216	19615884	-1	ENSG00000257608	GRAMD4P3		pseudogene
14	97576753	97585584	-1	ENSG00000259026			lincRNA
7	66021832	66022349	-1	ENSG00000177418			pseudogene
5	180898964	180899431	1	ENSG00000213285			pseudogene
HSCHR6_MHC_APD	29425038	29432186	1	ENSG00000229125	OR2H1	26716	protein_coding
4	156378332	156379112	-1	ENSG00000249698			pseudogene
17	46018872	46025654	1	ENSG00000108439	PNPO	55163	protein_coding
2	240273419	240273499	-1	ENSG00000264292	MIR2467	100616360	miRNA
2	85101820	85102144	1	ENSG00000213400	RPL12P18		pseudogene
16	67977377	68003504	-1	ENSG00000124067	SLC12A4	6560	protein_coding
4	156379113	156379792	-1	ENSG00000248420	MTATP6P9		pseudogene
7	66071725	66072094	-1	ENSG00000225573	RPL35P5		pseudogene
2	240547392	240552533	1	ENSG00000227459			lincRNA
11	112848075	112848142	1	ENSG00000238998	RNU7-187P		snRNA
Y	2863108	2863314	-1	ENSG00000223600	EEF1A1P41		pseudogene
4	156380022	156380715	-1	ENSG00000249386			pseudogene
14	97582692	97587838	1	ENSG00000258393			lincRNA
5	102368080	102368735	1	ENSG00000175749	EIF3KP1		pseudogene
5	83099373	83099504	1	ENSG00000202157	RNU4-11P		snRNA
2	240656650	240657232	1	ENSG00000259889			lincRNA
4	156380856	156382389	-1	ENSG00000251223			pseudogene
11	113140254	113144623	-1	ENSG00000227487	NCAM1-AS1	100288346	antisense
5	83170985	83171640	-1	ENSG00000250013			pseudogene
2	240882432	240882511	-1	ENSG00000264279	MIR4786	100616417	miRNA
4	156382785	156383815	-1	ENSG00000248907	MTND2P33		pseudogene
Y	2870953	2970313	1	ENSG00000231535	LINC00278	100873962	lincRNA
4	156384025	156384975	-1	ENSG00000251407	MTND1P22		pseudogene
2	241018850	241019779	1	ENSG00000231278	OR9S24P		pseudogene
14	97621194	97625073	1	ENSG00000259110			lincRNA
11	59341871	59383617	-1	ENSG00000110048	OSBP	5007	protein_coding
17	71189129	71204646	1	ENSG00000166685	COG1	9382	protein_coding
2	241048519	241049469	1	ENSG00000213048	OR5S1P		pseudogene
2	95640289	95640583	-1	ENSG00000233447			pseudogene
4	156436879	156438611	1	ENSG00000251244			lincRNA
14	19650018	19718563	1	ENSG00000225210		440157	lincRNA
2	241166977	241195452	-1	ENSG00000227479			lincRNA
14	97925153	98047938	1	ENSG00000246084		101929241	lincRNA
2	85142910	85143789	1	ENSG00000213399			pseudogene
5	102581749	102589220	-1	ENSG00000248203			antisense
4	156655600	156658214	1	ENSG00000260244			sense_overlapping
2	241201132	241201277	-1	ENSG00000221412			miRNA
7	28318830	28319319	-1	ENSG00000174495			pseudogene
11	113149159	113185159	-1	ENSG00000255129			antisense
11	64794880	64808044	1	ENSG00000110025	SNX15	29907	protein_coding
2	241390181	241391848	-1	ENSG00000255735			pseudogene
14	97996228	97996510	-1	ENSG00000240730	RN7SL710P		misc_RNA
2	95657625	95660107	1	ENSG00000235186			pseudogene
2	241395418	241395506	1	ENSG00000207611	MIR149	406941	miRNA
X	119561682	119603220	-1	ENSG00000005893	LAMP2	3920	protein_coding
7	28654714	28655505	-1	ENSG00000225286			pseudogene
22	29655841	29664198	-1	ENSG00000100263	RHBDD3	25807	protein_coding
2	241522117	241526116	-1	ENSG00000260942	CAPN10-AS1	101752400	antisense
14	98098984	98152995	-1	ENSG00000197176		100129345	lincRNA
5	101569690	101632253	-1	ENSG00000173930	SLCO4C1	353189	protein_coding
11	64018995	64036622	1	ENSG00000149782	PLCB3	5331	protein_coding
11	113239200	113239839	1	ENSG00000270179			sense_intronic
5	102744642	102748212	-1	ENSG00000250567			lincRNA
2	241625751	241629831	1	ENSG00000219159		285191	lincRNA
7	28992974	28998029	-1	ENSG00000255690			pseudogene
5	83269615	83269705	-1	ENSG00000216125			miRNA
Y	21147061	21148284	1	ENSG00000217896	ZNF839P1		pseudogene
15	30916697	31065196	1	ENSG00000187951	ARHGAP11B	100288637	protein_coding
15	30916697	31065196	1	ENSG00000187951	ARHGAP11B	89839	protein_coding
5	83492701	83492807	1	ENSG00000252861	RNU6-448P		snRNA
19	8130286	8214730	-1	ENSG00000142449	FBN3	84467	protein_coding
9	15163620	15307358	-1	ENSG00000155158	TTC39B	158219	protein_coding
11	113276043	113282839	1	ENSG00000256757			antisense
6	144416018	144416754	-1	ENSG00000169976	SF3B5	83443	protein_coding
HSCHR6_MHC_QBL	33101245	33103438	1	ENSG00000112474	HSD17B8	7923	protein_coding
2	62900986	63273622	1	ENSG00000115504	EHBP1	23301	protein_coding
10	134232587	134234457	1	ENSG00000231705			lincRNA
12	124867927	124868056	1	ENSG00000255965			pseudogene
HSCHR6_MHC_APD	29454555	29455819	-1	ENSG00000234954	MAS1L	116511	protein_coding
5	83680245	83786583	1	ENSG00000250320			antisense
14	98252902	98255593	-1	ENSG00000258379			lincRNA
11	113320745	113320810	-1	ENSG00000265140	MIR4301	100422855	miRNA
7	28992974	28997934	-1	ENSG00000176734	TRIL		processed_transcript
2	241894034	241906868	-1	ENSG00000233392		200772	processed_transcript
10	90965694	90967071	-1	ENSG00000138135	CH25H	9023	protein_coding
14	98534577	98671480	-1	ENSG00000259097			lincRNA
11	113582442	113583120	1	ENSG00000256091			pseudogene
2	95669292	95669588	-1	ENSG00000242822	RN7SL575P		misc_RNA
2	95690938	95692454	-1	ENSG00000233850			antisense
11	113621838	113622008	-1	ENSG00000243353			pseudogene
14	98602411	98605579	1	ENSG00000258511			lincRNA
5	80529104	80562216	1	ENSG00000131730	CKMT2	1160	protein_coding
14	98797969	98798087	-1	ENSG00000222066			miRNA
16	34977639	34990886	1	ENSG00000261122		400533	lincRNA
7	28997283	28998961	1	ENSG00000228421			lincRNA
5	134181370	134195427	1	ENSG00000181904	C5orf24	134553	protein_coding
11	113640382	113640716	1	ENSG00000257070			pseudogene
14	98817706	98818001	-1	ENSG00000241757	RN7SL714P		misc_RNA
X	14891563	14940449	1	ENSG00000130150	MOSPD2	158747	protein_coding
14	98963469	98981135	1	ENSG00000258795			lincRNA
2	85291231	85294470	-1	ENSG00000260840		100996478	lincRNA
5	102766107	102862319	-1	ENSG00000226926			pseudogene
11	113641115	113642413	-1	ENSG00000256603			antisense
12	113587663	113597081	1	ENSG00000186710	CCDC42B	387885	protein_coding
7	29019583	29052983	1	ENSG00000272568		100506497	antisense
2	85295932	85296154	-1	ENSG00000235463			pseudogene
14	99311233	99311934	1	ENSG00000237342			lincRNA
2	241920932	241925489	-1	ENSG00000223991			antisense
11	113659953	113662088	1	ENSG00000256167	ATF4P4		pseudogene
Y	21154353	21154595	-1	ENSG00000185275	CD24P4		pseudogene
7	99520892	99527243	-1	ENSG00000176402	GJC3	349149	protein_coding
2	85329512	85329817	-1	ENSG00000225787	LSM3P3		pseudogene
2	241949462	241950161	-1	ENSG00000229996			antisense
7	29026644	29028515	1	ENSG00000233517			antisense
14	99391474	99394142	-1	ENSG00000259119			lincRNA
2	241955016	242003533	-1	ENSG00000225521			antisense
14	99439216	99439638	-1	ENSG00000232573	RPL3P4		pseudogene
11	113659964	113660749	1	ENSG00000255870			pseudogene
7	29119900	29122143	1	ENSG00000229452			antisense
12	124997768	124999359	1	ENSG00000214650			lincRNA
8	38831683	38846181	1	ENSG00000169495	HTRA4	203100	protein_coding
12	57449426	57481846	-1	ENSG00000166881	TMEM194A	23306	protein_coding
3	167196472	167371771	-1	ENSG00000174776	WDR49	151790	protein_coding
2	242058140	242058358	1	ENSG00000235861			pseudogene
16	34980360	34980465	1	ENSG00000252094	RNA5SP410		rRNA
12	125386058	125386157	1	ENSG00000252008	RNU6-927P		snRNA
16	34981403	34981511	1	ENSG00000252182	RNA5SP413		rRNA
11	113662188	113662474	1	ENSG00000257101	LRRC37A13P		pseudogene
5	84295738	84296113	-1	ENSG00000214853			pseudogene
5	94039446	94620279	-1	ENSG00000175471	MCTP1	79772	protein_coding
Y	21180869	21180973	-1	ENSG00000252766	RNU6-255P		snRNA
16	34984432	34984546	1	ENSG00000253055	RNA5SP415		rRNA
7	29127804	29127927	-1	ENSG00000223052			miRNA
12	125400093	125400205	1	ENSG00000265345	MIR5188	100847004	miRNA
11	113688799	113693180	1	ENSG00000256452			antisense
16	34985945	34986055	1	ENSG00000252647	RNA5SP416		rRNA
7	29239156	29248586	-1	ENSG00000235669			antisense
2	85413532	85414376	1	ENSG00000231134	TCF7L1-IT1		sense_intronic
16	34986199	34986306	1	ENSG00000252268	RNA5SP417		rRNA
Y	21489455	21490459	1	ENSG00000234529	GAPDHP19		pseudogene
11	113691578	113692607	-1	ENSG00000255710			pseudogene
13	31774073	31906413	1	ENSG00000187676	B3GALTL	145173	protein_coding
16	34987197	34987313	1	ENSG00000251760	RNA5SP418		rRNA
5	84408160	84408574	-1	ENSG00000249349			lincRNA
16	34988167	34988301	1	ENSG00000251717	RNA5SP419		rRNA
11	113730068	113730171	1	ENSG00000201687	RNU6-1107P		snRNA
5	84486447	84486648	-1	ENSG00000248674	RBBP4P6		pseudogene
11	113957533	113957651	-1	ENSG00000221112			miRNA
11	114081338	114227293	-1	ENSG00000256947			antisense
HSCHR6_MHC_QBL	30141750	30170728	-1	ENSG00000137313	TRIM26	7726	protein_coding
2	85432049	85432155	1	ENSG00000200701	RNU6-674P		snRNA
2	24290454	24299313	-1	ENSG00000115128		51639	protein_coding
6	144471663	144509507	1	ENSG00000135604	STX11	8676	protein_coding
X	49325479	49332808	1	ENSG00000236362	GAGE12F	100008586	protein_coding
X	49325479	49332808	1	ENSG00000236362	GAGE12F	645073	protein_coding
X	49325479	49332808	1	ENSG00000236362	GAGE12F	26748	protein_coding
X	49325479	49332808	1	ENSG00000236362	GAGE12F	2579	protein_coding
X	49325479	49332808	1	ENSG00000236362	GAGE12F	2578	protein_coding
X	49325479	49332808	1	ENSG00000236362	GAGE12F	2577	protein_coding
X	49325479	49332808	1	ENSG00000236362	GAGE12F	2576	protein_coding
11	31705636	31707478	1	ENSG00000203504			pseudogene
2	85489267	85489390	-1	ENSG00000230299			pseudogene
11	114231357	114250767	-1	ENSG00000256195		101928940	antisense
10	134247237	134254988	-1	ENSG00000234311			antisense
9	130683158	130693076	-1	ENSG00000167103	PIP5KL1	138429	protein_coding
10	134325130	134331695	-1	ENSG00000226900			lincRNA
7	143087382	143105985	-1	ENSG00000146904	EPHA1	2041	protein_coding
11	31706615	31706873	-1	ENSG00000203418			pseudogene
3	131173970	131177442	-1	ENSG00000261167			sense_overlapping
14	61038742	61039029	-1	ENSG00000244756			pseudogene
11	114323786	114324845	1	ENSG00000256533			pseudogene
5	84505878	84506721	-1	ENSG00000250253			pseudogene
11	31807987	31808519	-1	ENSG00000272286			lincRNA
14	61068864	61069251	-1	ENSG00000241354			pseudogene
10	134334331	134335953	-1	ENSG00000229081	LINC01165	100128830	antisense
X	49335037	49342357	1	ENSG00000215269	GAGE12G	100008586	protein_coding
X	49335037	49342357	1	ENSG00000215269	GAGE12G	645073	protein_coding
X	49335037	49342357	1	ENSG00000215269	GAGE12G	26748	protein_coding
X	49335037	49342357	1	ENSG00000215269	GAGE12G	2579	protein_coding
X	49335037	49342357	1	ENSG00000215269	GAGE12G	2578	protein_coding
X	49335037	49342357	1	ENSG00000215269	GAGE12G	2577	protein_coding
X	49335037	49342357	1	ENSG00000215269	GAGE12G	2576	protein_coding
16	725666	728268	1	ENSG00000103269	RHBDL1	9028	protein_coding
1	205473723	205501921	1	ENSG00000117266	CDK18	5129	protein_coding
14	61073785	61073883	1	ENSG00000253014			snoRNA
11	114383428	114384153	-1	ENSG00000255982	NXPE2P1		pseudogene
6	31686425	31689622	-1	ENSG00000204421	LY6G6C	80740	protein_coding
7	149119766	149121981	1	ENSG00000261842			lincRNA
2	85526157	85526241	1	ENSG00000221579			miRNA
10	134596683	134598269	-1	ENSG00000234531			lincRNA
14	61107448	61109307	1	ENSG00000258952			lincRNA
11	32057527	32062864	-1	ENSG00000254584			antisense
5	84508776	84509432	-1	ENSG00000249792			lincRNA
3	131197941	131198077	-1	ENSG00000249020	SNORA58	677836	snoRNA
11	114388586	114389093	1	ENSG00000270204			pseudogene
14	61246696	61247313	1	ENSG00000258445			pseudogene
10	134757471	134778793	-1	ENSG00000232903	LINC01166	101927590	lincRNA
3	131236675	131239724	1	ENSG00000248468			antisense
2	95717140	95718921	-1	ENSG00000231062			antisense
11	114397851	114397954	1	ENSG00000238724			snoRNA
4	156927630	156928140	1	ENSG00000249013	FTH1P21		pseudogene
7	2577511	2595361	-1	ENSG00000106009	BRAT1	221927	protein_coding
X	49344586	49351904	1	ENSG00000224902	GAGE12H	729442	protein_coding
1	47427036	47516423	1	ENSG00000186377	CYP4X1	260293	protein_coding
10	82289353	82295698	-1	ENSG00000226659		101929574	antisense
2	85542164	85543652	1	ENSG00000246575			pseudogene
10	134774844	134775741	-1	ENSG00000224758	LINC01167		lincRNA
11	114453975	114455414	1	ENSG00000256674			pseudogene
17	60337995	60339297	1	ENSG00000266647			pseudogene
11	32074389	32074806	-1	ENSG00000254836			antisense
3	131245291	131246023	1	ENSG00000248530			pseudogene
14	61346432	61449303	1	ENSG00000258892			processed_transcript
1	23685941	23695935	-1	ENSG00000125945	ZNF436	80818	protein_coding
19	42212504	42233718	1	ENSG00000105388	CEACAM5	1048	protein_coding
4	157217713	157217798	-1	ENSG00000221189			miRNA
10	134779038	134789858	1	ENSG00000240707	LINC01168	399829	lincRNA
10	82409553	82413488	1	ENSG00000231082			lincRNA
3	131256415	131256529	-1	ENSG00000251447			pseudogene
4	157507131	157511191	1	ENSG00000251511			lincRNA
11	32086458	32093719	1	ENSG00000254627			sense_intronic
11	114998938	114999093	-1	ENSG00000252870			snoRNA
14	61385958	61386873	-1	ENSG00000258485	SRMP2		pseudogene
7	135242667	135333505	1	ENSG00000155561	NUP205	23165	protein_coding
3	131704699	131704775	-1	ENSG00000265859	MIR5704	100847040	miRNA
10	134898748	134900201	-1	ENSG00000256925	GPR123-AS1		antisense
4	157563732	157564721	1	ENSG00000249479		100505784	antisense
11	32103310	32103518	1	ENSG00000212551			snoRNA
11	115204296	115210981	1	ENSG00000256972			lincRNA
10	82476239	82476824	-1	ENSG00000233353	RPS7P9		pseudogene
2	95873283	95881351	1	ENSG00000233757			lincRNA
3	131894246	131895555	1	ENSG00000240854			pseudogene
X	49354132	49361430	1	ENSG00000189064	GAGE2A	729447	protein_coding
X	49354132	49361430	1	ENSG00000189064	GAGE2A	2574	protein_coding
7	149244245	149321843	-1	ENSG00000133624	ZNF767	79970	pseudogene
11	32106657	32107258	1	ENSG00000255490	EIF4A2P5		pseudogene
4	157607816	157613788	1	ENSG00000248912			lincRNA
17	60342066	60353016	-1	ENSG00000188755	TBC1D3P2	440452	pseudogene
11	115234348	115248649	1	ENSG00000255580			lincRNA
10	134899473	134900137	-1	ENSG00000203268			pseudogene
3	131962372	131963109	-1	ENSG00000242899	RPL7P16		pseudogene
4	157762511	157763388	1	ENSG00000248629			antisense
10	134958116	134958808	-1	ENSG00000235264	RPL5P28		pseudogene
11	115267474	115268376	1	ENSG00000256315			processed_transcript
11	32118689	32126637	-1	ENSG00000255252			antisense
14	61438990	61439184	-1	ENSG00000258656			pseudogene
7	102147650	102147734	-1	ENSG00000238392			miRNA
6	159590429	159693141	1	ENSG00000164694	FNDC1	84624	protein_coding
20	62218955	62258394	-1	ENSG00000101216	GMEB2	26205	protein_coding
4	157893783	157894108	1	ENSG00000250622			pseudogene
7	102246813	102246897	-1	ENSG00000238997			miRNA
5	84533499	84533892	-1	ENSG00000248170			pseudogene
11	59404189	59436453	-1	ENSG00000166889	PATL1	219988	protein_coding
11	32133595	32364955	-1	ENSG00000227160			pseudogene
10	135059982	135061395	-1	ENSG00000166917	MIR202HG	101927671	antisense
10	135059982	135061395	-1	ENSG00000166917	MIR202HG	574448	antisense
7	102322283	102330916	-1	ENSG00000233297	RASA4DP		pseudogene
HSCHR6_MHC_COX	31624311	31628739	1	ENSG00000241713	LY6G5B	58496	protein_coding
19	40885178	40896094	-1	ENSG00000160396	HIPK4	147746	protein_coding
X	49363628	49373139	1	ENSG00000205777	GAGE1	2578	protein_coding
X	49363628	49373139	1	ENSG00000205777	GAGE1	2577	protein_coding
X	49363628	49373139	1	ENSG00000205777	GAGE1	2576	protein_coding
X	49363628	49373139	1	ENSG00000205777	GAGE1	2543	protein_coding
11	115403040	115403671	-1	ENSG00000256281			lincRNA
12	29672664	29682907	1	ENSG00000257456			antisense
4	157907524	157907845	-1	ENSG00000252350	RPPH1-3P		misc_RNA
11	32154245	32165125	1	ENSG00000255375			lincRNA
4	157985709	157985815	1	ENSG00000252524			misc_RNA
11	115409587	115410102	-1	ENSG00000257087			pseudogene
5	84715846	84716269	-1	ENSG00000248667			lincRNA
4	158122714	158122820	-1	ENSG00000199859	RNU6-582P		snRNA
12	29811309	29811731	-1	ENSG00000242986			pseudogene
HSCHR6_MHC_SSTO	31918709	31929380	1	ENSG00000228896	SKIV2L	6499	protein_coding
4	158125614	158126007	-1	ENSG00000249819			pseudogene
5	84725520	84726002	1	ENSG00000249023			lincRNA
4	158281267	158281378	1	ENSG00000263738			miRNA
5	84742792	84743576	1	ENSG00000249842			lincRNA
15	31196055	31235311	1	ENSG00000198690	FAN1	22909	protein_coding
11	32457064	32480315	1	ENSG00000183242	WT1-AS	51352	antisense
11	115448767	115448961	1	ENSG00000255903			pseudogene
2	85560018	85560119	-1	ENSG00000239143			misc_RNA
4	158493642	158497306	1	ENSG00000234111		340017	lincRNA
5	84760252	84761128	1	ENSG00000243859	RPL5P17		pseudogene
10	103370423	103455052	-1	ENSG00000107829	FBXW4	6468	protein_coding
11	115453015	115471057	1	ENSG00000255689			lincRNA
2	85568404	85568961	-1	ENSG00000270532	PEBP1P2		pseudogene
1	23695490	23698332	1	ENSG00000249087	C1orf213	148898	protein_coding
7	29251918	29252830	1	ENSG00000237065	NANOGP4		pseudogene
8	38846327	38854343	-1	ENSG00000169490	TM2D2	83877	protein_coding
11	115497800	115497903	-1	ENSG00000239153			snoRNA
5	84823862	84823952	-1	ENSG00000215953			miRNA
11	115498783	115500461	1	ENSG00000255599			lincRNA
2	85587921	85588048	-1	ENSG00000271014			pseudogene
10	90973326	91174314	-1	ENSG00000107798	LIPA	3988	protein_coding
17	60359748	60374387	-1	ENSG00000263887			pseudogene
19	47341393	47354249	-1	ENSG00000042753	AP2S1	1175	protein_coding
5	84845227	84845770	1	ENSG00000251066			pseudogene
11	115509281	115517680	1	ENSG00000260254			lincRNA
7	140419127	140624564	-1	ENSG00000157764	BRAF	673	protein_coding
10	81370695	81375196	1	ENSG00000122852	SFTPA1	729238	protein_coding
10	81370695	81375196	1	ENSG00000122852	SFTPA1	653509	protein_coding
11	115530376	115713864	1	ENSG00000256717			lincRNA
2	85594708	85594809	1	ENSG00000202382			misc_RNA
6	45868045	46048132	-1	ENSG00000112782	CLIC5	53405	protein_coding
5	84930230	84930291	1	ENSG00000265704			miRNA
HSCHR6_MHC_QBL	33105102	33109329	1	ENSG00000206287	RING1	6015	protein_coding
2	85595405	85595701	1	ENSG00000242095	RN7SL113P		misc_RNA
20	5095599	5107272	-1	ENSG00000132646	PCNA	5111	protein_coding
5	84959050	84960502	1	ENSG00000250874			lincRNA
HSCHR4_1	69394991	69419037	-1	ENSG00000258085		7366	protein_coding
11	66247484	66277130	1	ENSG00000254986	DPP3	10072	protein_coding
8	17013538	17082308	1	ENSG00000104219	ZDHHC2	51201	protein_coding
16	15252314	15252378	-1	ENSG00000264182			miRNA
12	113594979	113623284	-1	ENSG00000123064	DDX54	79039	protein_coding
